,ticker,Date,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2021-03-31,UXIN,2021-03-31,74137000.0,,-716942000.0,-163000.0,-421222000.0,616938000.0,-16303000.0,-552625000.0,-552625000.0,-246346000.0,-95953000.0,,,,33000.0,657408000.0,1210033000.0,673711000.0,-164317000.0,295744000.0,-716975000.0,-421222000.0
2020-03-31,UXIN,2020-03-31,138548000.0,,-3070308000.0,-154000.0,-4188316000.0,1418823000.0,712467000.0,-2997878000.0,-2997878000.0,-57968000.0,-115123000.0,,,,-3784000.0,1356101000.0,4353979000.0,643634000.0,-72430000.0,-1128182000.0,-3066524000.0,-4188316000.0
2019-12-31,UXIN,2019-12-31,140006000.0,,-1330232000.0,-4048000.0,-1988676000.0,1587037000.0,898739000.0,-1097751000.0,-1097751000.0,-1925000.0,-112587000.0,,,,-2554000.0,1588031000.0,2685782000.0,689292000.0,-232481000.0,-662450000.0,-1327678000.0,-1988676000.0
2018-12-31,UXIN,2018-12-31,124513000.0,,-1350117000.0,-2490000.0,-1522514000.0,2559118000.0,240238000.0,-2484019000.0,-2484019000.0,-1925000.0,-63880000.0,,,,1644000.0,659090000.0,3143109000.0,418852000.0,1133902000.0,-186524000.0,-1351761000.0,-2386238000.0
2021-03-31,EXP,2021-03-31,,,424112000.0,,339444000.0,49511000.0,408355000.0,358844000.0,358844000.0,,-40624000.0,,,,89946000.0,1622642000.0,1263798000.0,1214287000.0,65268000.0,5278000.0,334166000.0,339444000.0
2020-03-31,EXP,2020-03-31,,,255695000.0,,70894000.0,60110000.0,349466000.0,289356000.0,289356000.0,,-36956000.0,,,,24504000.0,1404033000.0,1114677000.0,1054567000.0,-33661000.0,-160297000.0,231191000.0,70894000.0
2019-03-31,EXP,2019-03-31,,,283778000.0,,68860000.0,37371000.0,348102000.0,310731000.0,310731000.0,,-27329000.0,,,,60272000.0,1310254000.0,999523000.0,962152000.0,-26953000.0,-154646000.0,223506000.0,68860000.0
2018-03-31,EXP,2018-03-31,,,271962000.0,,256632000.0,41205000.0,338756000.0,297551000.0,297551000.0,,-26433000.0,,,,15330000.0,1386520000.0,1088969000.0,1047764000.0,-25589000.0,-154646000.0,256632000.0,256632000.0
2021-05-01,FIZZ,2021-05-01,,,228137000.0,,174146000.0,193791000.0,421616000.0,227825000.0,227825000.0,,,,,,53991000.0,1072210000.0,844385000.0,650594000.0,312000.0,,174146000.0,174146000.0
2020-05-02,FIZZ,2020-05-02,,,169455000.0,,129972000.0,204394000.0,370140000.0,165746000.0,165746000.0,,,,,,39483000.0,1000394000.0,834648000.0,630254000.0,3709000.0,,129972000.0,129972000.0
2019-04-27,FIZZ,2019-04-27,,,183877000.0,,140853000.0,204415000.0,384350000.0,179935000.0,179935000.0,,,,,,43024000.0,1014105000.0,834170000.0,629755000.0,3942000.0,,140853000.0,140853000.0
2018-04-28,FIZZ,2018-04-28,,,205489000.0,,149774000.0,186947000.0,391135000.0,204188000.0,204188000.0,,,,,,55715000.0,975734000.0,771546000.0,584599000.0,1301000.0,,149774000.0,149774000.0
2020-12-31,INST,2020-12-31,64306000.0,,-243925000.0,,-200184000.0,206222000.0,156717000.0,-113811000.0,-113811000.0,,-50929000.0,,,,-43741000.0,302062000.0,415873000.0,145345000.0,-130114000.0,,-200184000.0,-200184000.0
2019-12-31,INST,2019-12-31,83526000.0,,-84439000.0,,-80819000.0,179461000.0,175647000.0,-86013000.0,-86013000.0,-1327000.0,-16000.0,,,,-3620000.0,258473000.0,344486000.0,82826000.0,1574000.0,,-80819000.0,-80819000.0
2018-12-31,INST,2018-12-31,60007000.0,,-43126000.0,,-43465000.0,134787000.0,147652000.0,-45917000.0,-45917000.0,-1225000.0,-68000.0,,,,339000.0,209544000.0,255461000.0,61892000.0,2791000.0,,-43465000.0,-43465000.0
2017-12-31,INST,2017-12-31,48549000.0,,-43239000.0,,-43084000.0,110200000.0,114413000.0,-43802000.0,-43802000.0,-534000.0,-55000.0,,,,-155000.0,160975000.0,204777000.0,46562000.0,563000.0,,-43084000.0,-43084000.0
2020-12-27,CHUY,2020-12-27,,,-8801000.0,,-3294000.0,24927000.0,63977000.0,12151000.0,12151000.0,5099000.0,-257000.0,,,,-5507000.0,320952000.0,308801000.0,256975000.0,-20952000.0,,-3294000.0,-3294000.0
2019-12-29,CHUY,2019-12-29,,,3314000.0,,6215000.0,29236000.0,71154000.0,16743000.0,16743000.0,1487000.0,-122000.0,,,,-2901000.0,426357000.0,409614000.0,355203000.0,-13429000.0,,6215000.0,6215000.0
2018-12-30,CHUY,2018-12-30,,,3185000.0,,5539000.0,24654000.0,64444000.0,15604000.0,15604000.0,1487000.0,-83000.0,,,,-2354000.0,398200000.0,382596000.0,333756000.0,-12419000.0,,5539000.0,5539000.0
2017-12-31,CHUY,2017-12-31,,,23456000.0,,28956000.0,21417000.0,67369000.0,22159000.0,22159000.0,1487000.0,-65000.0,,,,-5500000.0,369589000.0,347430000.0,302220000.0,1297000.0,,28956000.0,28956000.0
2020-12-31,TPIC,2020-12-31,1000000.0,,-7743000.0,,-19027000.0,32496000.0,108705000.0,30603000.0,30603000.0,,-10501000.0,,,,11284000.0,1670137000.0,1639534000.0,1561432000.0,-38346000.0,,-19027000.0,-19027000.0
2019-12-31,TPIC,2019-12-31,1000000.0,,7407000.0,,-15708000.0,38916000.0,145881000.0,37932000.0,37932000.0,,-8179000.0,,,,23115000.0,1436500000.0,1398568000.0,1290619000.0,-30525000.0,,-15708000.0,-15708000.0
2018-12-31,TPIC,2018-12-31,8000000.0,,2246000.0,,5279000.0,35542000.0,147549000.0,29299000.0,29299000.0,,-10417000.0,,,,-3033000.0,1029624000.0,1000325000.0,882075000.0,-27053000.0,,5279000.0,5279000.0
2017-12-31,TPIC,2017-12-31,1600000.0,,54532000.0,,38734000.0,38773000.0,151099000.0,70098000.0,70098000.0,,-12381000.0,,,,15798000.0,955198000.0,885100000.0,804099000.0,-15566000.0,,38734000.0,38734000.0
2021-01-02,DAR,2021-01-02,,,353619000.0,62300000.0,296819000.0,379472000.0,883108000.0,153458000.0,153458000.0,,-72686000.0,,,,53289000.0,3571923000.0,3418465000.0,2688815000.0,200161000.0,,300330000.0,296819000.0
2019-12-28,DAR,2019-12-28,,,380434000.0,77531000.0,312600000.0,367152000.0,774820000.0,82158000.0,82158000.0,,-78674000.0,,,,59467000.0,3363905000.0,3281747000.0,2589085000.0,298276000.0,,320967000.0,312600000.0
2018-12-29,DAR,2018-12-29,,,117975000.0,62773000.0,101496000.0,311106000.0,741352000.0,109054000.0,109054000.0,,-86429000.0,,,,12031000.0,3387726000.0,3278672000.0,2646374000.0,8921000.0,,105944000.0,101496000.0
2017-12-30,DAR,2017-12-30,,,64200000.0,82764000.0,128468000.0,347895000.0,786571000.0,136576000.0,136576000.0,,-88926000.0,,,,-69154000.0,3662251000.0,3525675000.0,2875680000.0,-72376000.0,,133354000.0,128468000.0
2020-12-31,HCSG,2020-12-31,,,129186000.0,,98682000.0,150778000.0,267986000.0,117208000.0,117208000.0,,-1374000.0,,,,30504000.0,1760303000.0,1643095000.0,1492317000.0,11978000.0,,98682000.0,98682000.0
2019-12-31,HCSG,2019-12-31,,,85096000.0,,64581000.0,150022000.0,227901000.0,77879000.0,77879000.0,,-3459000.0,,,,20515000.0,1840778000.0,1762899000.0,1612877000.0,7217000.0,,64581000.0,64581000.0
2018-12-31,HCSG,2018-12-31,,,99910000.0,,83524000.0,136603000.0,234439000.0,97836000.0,97836000.0,,-3094000.0,,,,16386000.0,2002601000.0,1904765000.0,1768162000.0,2074000.0,,83524000.0,83524000.0
2017-12-31,HCSG,2017-12-31,,,132965000.0,,88226000.0,126732000.0,250616000.0,123884000.0,123884000.0,,-1363000.0,,,,44739000.0,1861206000.0,1737322000.0,1610590000.0,9081000.0,,88226000.0,88226000.0
2020-12-31,SAIL,2020-12-31,71191000.0,,-15683000.0,,-10763000.0,207439000.0,284626000.0,5996000.0,5996000.0,,-18612000.0,,,,-4920000.0,365254000.0,359258000.0,80628000.0,-21679000.0,,-10763000.0,-10763000.0
2019-12-31,SAIL,2019-12-31,56120000.0,,-13088000.0,,-8500000.0,175353000.0,223040000.0,-8433000.0,-8433000.0,,-5041000.0,,,,-4588000.0,288515000.0,296948000.0,65475000.0,-4655000.0,,-8500000.0,-8500000.0
2018-12-31,SAIL,2018-12-31,43154000.0,,4760000.0,,3670000.0,140183000.0,194250000.0,10913000.0,10913000.0,,-4717000.0,,,,1090000.0,248920000.0,238007000.0,54670000.0,-6153000.0,,3670000.0,3641000.0
2017-12-31,SAIL,2017-12-31,33331000.0,,-5299000.0,,-7592000.0,98192000.0,141466000.0,9943000.0,9943000.0,,-13081000.0,,,,2293000.0,186056000.0,176113000.0,44590000.0,-15242000.0,,-7592000.0,-28721000.0
2020-12-31,POOL,2020-12-31,,,451969000.0,,366738000.0,659931000.0,1130902000.0,470971000.0,470971000.0,,-10653000.0,,,,85231000.0,3936623000.0,3465652000.0,2805721000.0,-19002000.0,,366738000.0,366738000.0
2019-12-31,POOL,2019-12-31,,,317736000.0,,261575000.0,583679000.0,924925000.0,341246000.0,341246000.0,,-22472000.0,,,,56161000.0,3199517000.0,2858271000.0,2274592000.0,-23510000.0,,261575000.0,261575000.0
2018-12-31,POOL,2018-12-31,,,293235000.0,,234461000.0,556284000.0,870173000.0,313889000.0,313889000.0,,-20296000.0,,,,58774000.0,2998097000.0,2684208000.0,2127924000.0,-20654000.0,,234461000.0,234461000.0
2017-12-31,POOL,2017-12-31,,,269321000.0,,191633000.0,520918000.0,805289000.0,284371000.0,284371000.0,,-15389000.0,,,,77982000.0,2788188000.0,2503817000.0,1982899000.0,-15050000.0,,191339000.0,191633000.0
2020-12-31,TCOM,2020-12-31,7667000000.0,,-2914000000.0,1213000000.0,-3247000000.0,8041000000.0,14285000000.0,-1423000000.0,-1423000000.0,,-1716000000.0,,,,355000000.0,18316000000.0,19739000000.0,4031000000.0,-1491000000.0,,-3269000000.0,-3247000000.0
2019-12-31,TCOM,2019-12-31,10670000000.0,,8740000000.0,3403000000.0,7011000000.0,12584000000.0,28294000000.0,5040000000.0,5040000000.0,,-1677000000.0,,,,1742000000.0,35666000000.0,30626000000.0,7372000000.0,3700000000.0,,6998000000.0,7011000000.0
2018-12-31,TCOM,2018-12-31,9620000000.0,,1889000000.0,2018000000.0,1112000000.0,12416000000.0,24641000000.0,2605000000.0,2605000000.0,,-1508000000.0,,,,793000000.0,30965000000.0,28360000000.0,6324000000.0,-716000000.0,,1096000000.0,1112000000.0
2017-12-31,TCOM,2017-12-31,8259000000.0,,3459000000.0,1779000000.0,2155000000.0,10916000000.0,22118000000.0,2943000000.0,2943000000.0,,-1286000000.0,,,,1285000000.0,26796000000.0,23853000000.0,4678000000.0,516000000.0,,2174000000.0,2155000000.0
2020-12-31,GRUB,2020-12-31,,,-147000000.0,5000000.0,-151000000.0,369000000.0,671000000.0,-103500000.0,-103500000.0,233500000.0,-25000000.0,,,,4000000.0,2042000000.0,2145500000.0,1371000000.0,-43500000.0,,-151000000.0,-151000000.0
2019-12-31,GRUB,2019-12-31,,,-88000000.0,5000000.0,-115000000.0,143000000.0,193000000.0,-78000000.0,-78000000.0,90000000.0,-13000000.0,,,,27000000.0,416000000.0,494000000.0,223000000.0,-10000000.0,,-115000000.0,-115000000.0
2018-12-31,GRUB,2018-12-31,,,-35374000.0,5000000.0,-14017000.0,125745000.0,135244000.0,-22014000.0,-22014000.0,23565000.0,-205000.0,,,,-21357000.0,232314000.0,254328000.0,97070000.0,-13360000.0,,-14017000.0,-14017000.0
2017-12-31,GRUB,2017-12-31,,,-37638000.0,5000000.0,-42024000.0,147686000.0,136373000.0,-33417000.0,-33417000.0,22104000.0,-205000.0,,,,4386000.0,163346000.0,196763000.0,26973000.0,-4221000.0,,-42024000.0,-42024000.0
2020-12-31,RDFN,2020-12-31,84297000.0,,-18527000.0,,-18527000.0,140505000.0,232110000.0,7308000.0,7308000.0,,-19495000.0,,,,0.0,886093000.0,878785000.0,653983000.0,-25835000.0,,-18527000.0,-22981000.0
2019-12-31,RDFN,2019-12-31,69765000.0,,-80805000.0,,-80805000.0,153584000.0,144103000.0,-79246000.0,-79246000.0,,-8928000.0,,,,0.0,779796000.0,859042000.0,635693000.0,-1559000.0,,-80805000.0,-80805000.0
2018-12-31,RDFN,2018-12-31,53797000.0,,-41978000.0,,-41978000.0,109561000.0,119424000.0,-43934000.0,-43934000.0,,-3681000.0,,,,0.0,486920000.0,530854000.0,367496000.0,1956000.0,,-41978000.0,-41978000.0
2017-12-31,RDFN,2017-12-31,42532000.0,,-15002000.0,,-15002000.0,85260000.0,111820000.0,-15972000.0,-15972000.0,,-3681000.0,,,,0.0,370036000.0,386008000.0,258216000.0,970000.0,,-15002000.0,-190917000.0
2020-12-31,BLX,2020-12-31,,,63593000.0,,63593000.0,24002000.0,98511000.0,0.0,64050000.0,10459000.0,,,,,0.0,100592000.0,36542000.0,2081000.0,-457000.0,,63593000.0,63593000.0
2019-12-31,BLX,2019-12-31,,,86053000.0,,86053000.0,26260000.0,124935000.0,0.0,86755000.0,11920000.0,,,,,0.0,126705000.0,39950000.0,1770000.0,-202000.0,,86053000.0,86053000.0
2018-12-31,BLX,2018-12-31,,,11138000.0,,11138000.0,30401000.0,67138000.0,0.0,22332000.0,14405000.0,,,,,0.0,70050000.0,47718000.0,2912000.0,-11194000.0,,11138000.0,11138000.0
2017-12-31,BLX,2017-12-31,,,81999000.0,,81999000.0,29679000.0,124996000.0,0.0,82837000.0,12480000.0,,,,,0.0,126669000.0,43832000.0,1673000.0,-838000.0,,81999000.0,81999000.0
2020-12-31,ALRM,2020-12-31,152147000.0,,80160000.0,10691000.0,77853000.0,142890000.0,390575000.0,68018000.0,68018000.0,,-2596000.0,,,,3500000.0,618003000.0,549985000.0,227428000.0,12142000.0,,76660000.0,77853000.0
2019-12-31,ALRM,2019-12-31,114443000.0,,58896000.0,11210000.0,53531000.0,116617000.0,318764000.0,65570000.0,65570000.0,,-2974000.0,,,,5566000.0,502363000.0,436793000.0,183599000.0,-6674000.0,,53330000.0,53531000.0
2018-12-31,ALRM,2018-12-31,89204000.0,,11699000.0,11210000.0,21524000.0,105923000.0,274779000.0,57931000.0,57931000.0,,-2918000.0,,,,-9825000.0,420494000.0,362563000.0,145715000.0,-46232000.0,,21524000.0,21521000.0
2017-12-31,ALRM,2017-12-31,72755000.0,,32241000.0,11210000.0,29251000.0,85779000.0,222749000.0,46481000.0,46481000.0,,-2199000.0,,,,2990000.0,338937000.0,292456000.0,116188000.0,-14240000.0,,29251000.0,29238000.0
2020-12-31,BOMN,2020-12-31,,,-2428252.0,145027149.0,-49089.0,16261304.0,20312940.0,-4154420.0,-4154420.0,140704.0,-841828.0,,,,0.0,45743463.0,49897883.0,25430523.0,1726168.0,,-2428252.0,-49089.0
2019-12-31,BOMN,2019-12-31,,,-1481265.0,1730058.0,-1486923.0,16249895.0,18070703.0,-12188206.0,-12188206.0,134992.0,-302749.0,,,,0.0,41389138.0,53577344.0,23318435.0,10706941.0,,-1481265.0,-1486923.0
2018-12-31,BOMN,2018-12-31,,,-9158831.0,1345578.0,-9113937.0,10138837.0,6830763.0,-11563053.0,-11563053.0,52639.0,-1804.0,,,,0.0,20021393.0,31584446.0,13190630.0,2404222.0,,-9158831.0,-9113937.0
2017-12-31,BOMN,2017-12-31,,,-6479457.0,1234987.0,-6467910.0,5294683.0,2570996.0,-6224785.0,-6224785.0,52639.0,-8255.0,,,,0.0,9014345.0,15239130.0,6443349.0,-254672.0,,-6479457.0,-6467910.0
2020-12-31,QTWO,2020-12-31,97381000.0,,-136204000.0,,-137620000.0,145441000.0,175529000.0,-85181000.0,-85181000.0,,-28129000.0,,,,1416000.0,402751000.0,487932000.0,227222000.0,-51023000.0,,-137620000.0,-137620000.0
2019-12-31,QTWO,2019-12-31,76273000.0,,-83364000.0,,-70877000.0,121106000.0,153288000.0,-50430000.0,-50430000.0,,-19777000.0,,,,-12487000.0,315484000.0,365914000.0,162196000.0,-32934000.0,,-70877000.0,-70877000.0
2018-12-31,QTWO,2018-12-31,51334000.0,,-39200000.0,,-35397000.0,93772000.0,119245000.0,-27705000.0,-27705000.0,,-10142000.0,,,,-3803000.0,241100000.0,268805000.0,121855000.0,-11495000.0,,-35397000.0,-35397000.0
2017-12-31,QTWO,2017-12-31,40338000.0,,-26478000.0,,-26164000.0,78349000.0,94493000.0,-25675000.0,-25675000.0,,-10142000.0,,,,-314000.0,193978000.0,219653000.0,99485000.0,-803000.0,,-26164000.0,-26164000.0
2020-12-31,SAVE,2020-12-31,,,-620184000.0,,-428700000.0,85059000.0,-178353000.0,-808259000.0,-808259000.0,355186000.0,-118525000.0,,,,-191484000.0,1810022000.0,2618281000.0,1988375000.0,188075000.0,,-428700000.0,-428700000.0
2019-12-31,SAVE,2019-12-31,,,436426000.0,,335255000.0,153770000.0,1326216000.0,519114000.0,519114000.0,491432000.0,-88879000.0,,,,101171000.0,3830536000.0,3311422000.0,2504320000.0,-82688000.0,,335255000.0,335255000.0
2018-12-31,SAVE,2018-12-31,,,204976000.0,,155749000.0,137001000.0,1101393000.0,449415000.0,449415000.0,379536000.0,-73936000.0,,,,49227000.0,3323034000.0,2873619000.0,2221641000.0,-244439000.0,,155749000.0,155749000.0
2017-12-31,SAVE,2017-12-31,,,349686000.0,,415522000.0,113472000.0,949211000.0,401622000.0,401622000.0,347820000.0,-43509000.0,,,,-65836000.0,2643552000.0,2241930000.0,1694341000.0,-51936000.0,,415522000.0,415522000.0
2020-12-31,EPAM,2020-12-31,,,378479000.0,,327160000.0,484758000.0,926956000.0,379324000.0,379324000.0,,,,,,51319000.0,2659478000.0,2280154000.0,1732522000.0,-845000.0,,327160000.0,327160000.0
2019-12-31,EPAM,2019-12-31,,,299526000.0,,261057000.0,457433000.0,805600000.0,302850000.0,302850000.0,,,,,,38469000.0,2293798000.0,1990948000.0,1488198000.0,-3324000.0,,261057000.0,261057000.0
2018-12-31,EPAM,2018-12-31,,,249773000.0,,240256000.0,373587000.0,655991000.0,245764000.0,245764000.0,,,,,,9517000.0,1842912000.0,1597148000.0,1186921000.0,4009000.0,,240256000.0,240256000.0
2017-12-31,EPAM,2017-12-31,,,174305000.0,,72760000.0,327588000.0,529096000.0,172946000.0,172946000.0,,,,,,101545000.0,1450448000.0,1277502000.0,921352000.0,1359000.0,,72760000.0,72760000.0
2020-12-31,MKTX,2020-12-31,,,374359000.0,,299377000.0,86308000.0,498148000.0,375844000.0,375844000.0,,-1142000.0,,,,74982000.0,689125000.0,313281000.0,190977000.0,-1485000.0,,299377000.0,299377000.0
2019-12-31,MKTX,2019-12-31,,,257424000.0,,204902000.0,75742000.0,353481000.0,250882000.0,250882000.0,,-1142000.0,,,,52522000.0,511352000.0,260470000.0,157871000.0,6542000.0,,204902000.0,204902000.0
2018-12-31,MKTX,2018-12-31,,,218086000.0,,172852000.0,66918000.0,302582000.0,212584000.0,212584000.0,,-1142000.0,,,,45234000.0,435565000.0,222981000.0,132983000.0,5502000.0,,172852000.0,172852000.0
2017-12-31,MKTX,2017-12-31,,,201768000.0,,148089000.0,52172000.0,271061000.0,199615000.0,199615000.0,,-1142000.0,,,,53679000.0,393422000.0,193807000.0,122361000.0,2153000.0,,148089000.0,148089000.0
2020-12-31,APPF,2020-12-31,48529000.0,,196831000.0,,158403000.0,101625000.0,191027000.0,14083000.0,14083000.0,,-2149000.0,,,,38428000.0,310056000.0,295973000.0,119029000.0,182748000.0,,158403000.0,158403000.0
2019-12-31,APPF,2019-12-31,39508000.0,,4823000.0,,36282000.0,85706000.0,154370000.0,6761000.0,6761000.0,,-2254000.0,,,,-31459000.0,256012000.0,249251000.0,101642000.0,-1938000.0,,36282000.0,36282000.0
2018-12-31,APPF,2018-12-31,24111000.0,,20387000.0,,19967000.0,58179000.0,116522000.0,19656000.0,19656000.0,,-213000.0,,,,420000.0,190071000.0,170415000.0,73549000.0,731000.0,,19967000.0,19967000.0
2017-12-31,APPF,2017-12-31,16578000.0,,9774000.0,,9716000.0,49908000.0,88520000.0,9335000.0,9335000.0,,-165000.0,,,,58000.0,143803000.0,134468000.0,55283000.0,439000.0,,9716000.0,9716000.0
2020-12-31,ASR,2020-12-31,,,2855692000.0,8027222000.0,1972319000.0,232935000.0,3350230000.0,3117295000.0,3117295000.0,,-926312000.0,,,,729155000.0,12624731000.0,9507436000.0,9274501000.0,-261603000.0,,2126537000.0,1972319000.0
2019-12-31,ASR,2019-12-31,,,7661737000.0,7613021000.0,5465822000.0,250183000.0,8526759000.0,8276576000.0,8276576000.0,,-1084293000.0,,,,1978102000.0,16821638000.0,8545062000.0,8294879000.0,-614839000.0,,5683635000.0,5465822000.0
2018-12-31,ASR,2018-12-31,,,6916699000.0,7575204000.0,4987601000.0,235264000.0,7879596000.0,7644332000.0,7644332000.0,-134637000.0,-1230651000.0,,,,1796893000.0,15410241000.0,7765909000.0,7530645000.0,-727633000.0,,5119806000.0,4987601000.0
2017-12-31,ASR,2017-12-31,,,8386544000.0,7648223000.0,5834484000.0,204418000.0,6400347000.0,6195929000.0,6195929000.0,-134637000.0,-618831000.0,,,,1636379000.0,12589818000.0,6393889000.0,6189471000.0,2190615000.0,,6750165000.0,5834484000.0
2020-12-31,BIP,2020-12-31,,,1195000000.0,16310000000.0,156000000.0,312000000.0,4042000000.0,2025000000.0,2025000000.0,,-1179000000.0,,,,291000000.0,8885000000.0,6860000000.0,4843000000.0,-830000000.0,,904000000.0,121000000.0
2019-12-31,BIP,2019-12-31,,,928000000.0,16194000000.0,52000000.0,279000000.0,3202000000.0,1709000000.0,1709000000.0,,-904000000.0,,,,278000000.0,6597000000.0,4888000000.0,3395000000.0,-781000000.0,,650000000.0,19000000.0
2018-12-31,BIP,2018-12-31,,,1170000000.0,9219000000.0,192000000.0,223000000.0,2444000000.0,1420000000.0,1420000000.0,,-555000000.0,,,,364000000.0,4652000000.0,3232000000.0,2208000000.0,-250000000.0,,806000000.0,163000000.0
2017-12-31,BIP,2017-12-31,,,747000000.0,7912000000.0,11000000.0,239000000.0,2026000000.0,1116000000.0,1116000000.0,,-428000000.0,,,,173000000.0,3535000000.0,2419000000.0,1509000000.0,-369000000.0,,574000000.0,-11000000.0
2020-06-30,ABST.TO,2020-06-30,19440916.0,,15241709.0,,10634709.0,56873446.0,91580566.0,15266204.0,15266204.0,,-619398.0,,,,4607000.0,104670769.0,89404565.0,13090203.0,-24495.0,,10634709.0,10634709.0
2019-06-30,ABST.TO,2019-06-30,20291140.0,,11110150.0,,7579150.0,54441852.0,85634051.0,10901059.0,10901059.0,,-619398.0,,,,3531000.0,98909025.0,88007966.0,13274974.0,209091.0,,7579150.0,7579150.0
2018-06-30,ABST.TO,2018-06-30,20516523.0,,2859853.0,,3110853.0,55651851.0,79046749.0,2878375.0,2878375.0,,-1128.0,,,,-251000.0,93621832.0,90743457.0,14575083.0,-18522.0,,3110853.0,3110853.0
2017-06-30,ABST.TO,2017-06-30,17381818.0,,-2007177.0,,-4951177.0,59044361.0,77216485.0,790306.0,790306.0,,-454.0,,,,2944000.0,91210550.0,90420244.0,13994065.0,-2797483.0,,-4951177.0,-4951177.0
2021-06-30,SLA.AX,2021-06-30,,,7637000.0,,5152000.0,3632000.0,23975000.0,9961000.0,9961000.0,4306000.0,-671000.0,,,,2485000.0,58878000.0,48917000.0,34903000.0,-2324000.0,,5152000.0,5152000.0
2020-06-30,SLA.AX,2020-06-30,,,3168597.0,-199953.0,2201548.0,4998585.0,11651479.0,1489454.0,1489454.0,525372.0,-769482.0,,,,858624.0,32826758.0,31337304.0,21175279.0,1679143.0,,2309973.0,2201548.0
2019-06-30,SLA.AX,2019-06-30,,,-1769440.0,-308378.0,-1100430.0,4973326.0,7513386.0,-1672800.0,-1672800.0,2306930.0,-96640.0,,,,-483104.0,24485771.0,26158571.0,16972385.0,-96640.0,,-1286336.0,-1100430.0
2018-06-30,SLA.AX,2018-06-30,,,-928240.0,-127261.0,-753609.0,1405348.0,1666631.0,-895449.0,-895449.0,841968.0,-32791.0,,,,-47370.0,6039239.0,6934688.0,4372608.0,-32791.0,,-880870.0,-753609.0
2020-12-31,MMM.AX,2020-12-31,,,-86229000.0,-930000.0,-86239000.0,128174000.0,120746000.0,-7428000.0,-7428000.0,,-6976000.0,,,,140000.0,254033000.0,261461000.0,133287000.0,-78801000.0,,-86369000.0,-86239000.0
2019-12-31,MMM.AX,2019-12-31,,,-34842000.0,-800000.0,-34549000.0,92579000.0,57795000.0,-34784000.0,-34784000.0,,-5635000.0,,,,31000.0,129558000.0,164342000.0,71763000.0,-58000.0,,-34873000.0,-34549000.0
2018-12-31,MMM.AX,2018-12-31,,,-41211000.0,-477000.0,-40985000.0,73763000.0,37788000.0,-35975000.0,-35975000.0,,-5411000.0,,,,6000.0,91988000.0,127963000.0,54200000.0,-5236000.0,,-41217000.0,-40985000.0
2017-12-31,MMM.AX,2017-12-31,,,-28508000.0,-767000.0,-28036000.0,45967000.0,18731000.0,-27236000.0,-27236000.0,,-906000.0,,,,12000.0,53244000.0,80480000.0,34513000.0,-1272000.0,,-28520000.0,-28036000.0
2020-11-30,PRV.L,2020-11-30,,,11557000.0,,8443000.0,31247000.0,43542000.0,12295000.0,12295000.0,,-713000.0,,,,3114000.0,135011000.0,122716000.0,91469000.0,-738000.0,,8443000.0,8443000.0
2019-11-30,PRV.L,2019-11-30,,,13985000.0,,10768000.0,32993000.0,47427000.0,14434000.0,14434000.0,,-344000.0,,,,3220000.0,144932000.0,130498000.0,97505000.0,-449000.0,,10765000.0,10768000.0
2018-11-30,PRV.L,2018-11-30,,,12038000.0,3000.0,10045000.0,31884000.0,44379000.0,12495000.0,12495000.0,,-327000.0,,,,2010000.0,128823000.0,116328000.0,84444000.0,-457000.0,,10028000.0,10045000.0
2017-11-30,PRV.L,2017-11-30,,,11682000.0,20000.0,8861000.0,26430000.0,38332000.0,11902000.0,11902000.0,,-210000.0,,,,2840000.0,116423000.0,104521000.0,78091000.0,-220000.0,,8842000.0,8861000.0
2020-11-30,MTY.TO,2020-11-30,,,-51949000.0,759000.0,-37108000.0,,445091000.0,89437000.0,89437000.0,307780000.0,-32471000.0,,,,-15054000.0,511117000.0,421680000.0,66026000.0,-141386000.0,,-36895000.0,-37108000.0
2019-11-30,MTY.TO,2019-11-30,,,97997000.0,732000.0,77675000.0,,455842000.0,114187000.0,114187000.0,308447000.0,-17649000.0,,,,20261000.0,550942000.0,436755000.0,95100000.0,-16190000.0,,77736000.0,77675000.0
2018-11-30,MTY.TO,2018-11-30,,,80008000.0,1281000.0,95776000.0,,347869000.0,97347000.0,97347000.0,223018000.0,-11717000.0,,,,-16179000.0,412346000.0,314999000.0,64477000.0,-17339000.0,,96187000.0,95776000.0
2017-11-30,MTY.TO,2017-11-30,,,62664000.0,1702000.0,49507000.0,,221883000.0,70903000.0,70903000.0,128078000.0,-10314000.0,,,,12810000.0,276083000.0,205180000.0,54200000.0,-8239000.0,,49854000.0,49507000.0
2020-05-31,FDEV.L,2020-05-31,16014000.0,,16223000.0,,15894000.0,18919000.0,51557000.0,16624000.0,16624000.0,,,,,,329000.0,76089000.0,59465000.0,24532000.0,-401000.0,,15894000.0,15894000.0
