,ticker,Date,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Operating Activities,Repurchase Of Stock,Dividends Paid
2020-12-31,MED.SW,2020-12-31,-9795178.0,-5071938.0,-22858433.0,-3961259.0,-4732449.0,5524.0,-943565.0,-16837177.0,-1859062.0,12612767.0,13137909.0,1.0,-2396718.0,5451289.0,-776714.0,1412758.0,-10511075.0,,,
2019-12-31,MED.SW,2019-12-31,48559.0,4797713.0,-19356217.0,-4714365.0,-5599190.0,1904.0,2146521.0,-16690601.0,-735940.0,9000746.0,12170567.0,1.0,-9207459.0,-7972961.0,-886729.0,6248156.0,-14971309.0,,,
2018-12-31,MED.SW,2018-12-31,-84726.0,2933287.0,-14381331.0,-12226084.0,122813798.0,142648963.0,4201907.0,114289286.0,-592646.0,6449464.0,7643537.0,-1.0,-2922539.0,-3921944.0,-7609081.0,-2192403.0,-12353511.0,,,
2017-12-31,MED.SW,2017-12-31,780149.0,2076648.0,-16628221.0,5769052.0,5769052.0,142648963.0,866521.0,216103.0,62279.0,11012994.0,6686143.0,-1.0,-3673508.0,-669926.0,-7609081.0,5157806.0,-7869221.0,,,
2020-12-31,SAP.DE,2020-12-31,-1800000000.0,421000000.0,-2986000000.0,-676000000.0,-3997000000.0,,5145000000.0,-4000000.0,-214000000.0,7194000000.0,1532000000.0,1000000.0,,821000000.0,35000000.0,-441000000.0,-816000000.0,-583000000.0,-1492000000.0,-1864000000.0
2019-12-31,SAP.DE,2019-12-31,-122000000.0,1312000000.0,-7021000000.0,1910000000.0,102000000.0,,3321000000.0,-3313000000.0,110000000.0,3496000000.0,1507000000.0,1000000.0,,-1469000000.0,-18000000.0,-971000000.0,-817000000.0,-569000000.0,-1492000000.0,-1790000000.0
2018-12-31,SAP.DE,2018-12-31,475000000.0,-321000000.0,-3066000000.0,4961000000.0,3283000000.0,,4083000000.0,4617000000.0,97000000.0,4303000000.0,1362000000.0,1000000.0,,136000000.0,-7000000.0,-413000000.0,-1458000000.0,-544000000.0,-1492000000.0,-1671000000.0
2017-12-31,SAP.DE,2017-12-31,358000000.0,781000000.0,-1112000000.0,-1364000000.0,-3406000000.0,,4008000000.0,309000000.0,-218000000.0,5045000000.0,1272000000.0,-1000000.0,,-309000000.0,-43000000.0,-350000000.0,-1275000000.0,-357000000.0,-500000000.0,-1499000000.0
2020-12-31,EVT.DE,2020-12-31,-38846000.0,-12453000.0,-155089000.0,-5155000.0,246409000.0,251564000.0,6252000.0,145546000.0,9505000.0,44721000.0,53331000.0,,-3631000.0,-4178000.0,,19285000.0,-99072000.0,-32098000.0,,
2019-12-31,EVT.DE,2019-12-31,-14283000.0,-16713000.0,-86634000.0,209362000.0,211263000.0,1901000.0,38072000.0,167979000.0,1134000.0,42216000.0,47115000.0,,-1364000.0,-32475000.0,,24124000.0,-31322000.0,-30582000.0,,
2018-12-31,EVT.DE,2018-12-31,-27188000.0,72416000.0,-39130000.0,-79342000.0,-77764000.0,1578000.0,84172000.0,42038000.0,2692000.0,156240000.0,29806000.0,,-283000.0,-1851000.0,,-31152000.0,-27867000.0,-4799000.0,,
2017-12-31,EVT.DE,2017-12-31,-4054000.0,-18423000.0,-269033000.0,148368000.0,240724000.0,92356000.0,23476000.0,-16923000.0,558000.0,10828000.0,19522000.0,,1228000.0,-7875000.0,,1500000.0,-17228000.0,-12621000.0,,
2020-12-31,SANT.DE,2020-12-31,-3589000.0,-2455000.0,-77182000.0,-40882000.0,-65777000.0,1385000.0,55609000.0,-10214000.0,-8067000.0,140812000.0,41901000.0,513000.0,8570000.0,41432000.0,-14089000.0,4051000.0,-33920000.0,-25688000.0,-12191000.0,
2019-12-31,SANT.DE,2019-12-31,-4288000.0,-29996000.0,-55722000.0,128082000.0,83763000.0,21000.0,49109000.0,112572000.0,1142000.0,83389000.0,34241000.0,565000.0,-1438000.0,49712000.0,-19119000.0,-290000.0,-27103000.0,-33651000.0,-14647000.0,-10574000.0
2018-12-31,SANT.DE,2018-12-31,-165000.0,2055000.0,-63138000.0,1173000.0,-20899000.0,2157000.0,44983000.0,-48176000.0,318000.0,35543000.0,14048000.0,658000.0,-4117000.0,-23063000.0,-15928000.0,9965000.0,-25107000.0,-23319000.0,-14647000.0,-8301000.0
2017-12-31,SANT.DE,2017-12-31,-5996000.0,15191000.0,-39062000.0,28814000.0,93101000.0,86895000.0,22507000.0,96968000.0,-1980000.0,44909000.0,13588000.0,392000.0,-17898000.0,5512000.0,-17715000.0,5684000.0,-23008000.0,-12400000.0,-14647000.0,-4893000.0
2020-12-31,AAG.DE,2020-12-31,-3071000.0,-21867000.0,-7334000.0,-4794000.0,-5779000.0,,-18327000.0,-9482000.0,-25000.0,3656000.0,4942000.0,,32395000.0,,-985000.0,-2400000.0,-1067000.0,7713000.0,,
2019-12-31,AAG.DE,2019-12-31,-4263000.0,-11315000.0,-14837000.0,-4753000.0,-8837000.0,,10994000.0,-27391000.0,20000.0,-3737000.0,4232000.0,,-7197000.0,,-1034000.0,670000.0,-1851000.0,-1866000.0,,-3050000.0
2018-12-31,AAG.DE,2018-12-31,-4004000.0,3268000.0,-10286000.0,-4260000.0,-8284000.0,,18222000.0,-378000.0,-24000.0,18216000.0,5324000.0,,-9927000.0,,-974000.0,7631000.0,-3125000.0,-6779000.0,,-3050000.0
2017-12-31,AAG.DE,2017-12-31,1058000.0,-12483000.0,-44945000.0,-2188000.0,117411000.0,143000000.0,13040000.0,68518000.0,-142000.0,-3806000.0,2551000.0,,-9501000.0,,-18901000.0,2945000.0,-6000000.0,-358000.0,,-4500000.0
2020-12-31,LPK.DE,2020-12-31,,2013000.0,-9512000.0,-1966000.0,-5404000.0,,5342000.0,-11267000.0,-317000.0,3966000.0,3959000.0,,-2003000.0,-1468000.0,-3438000.0,1303000.0,-4767000.0,-8527000.0,,
2019-12-31,LPK.DE,2019-12-31,,-1260000.0,-5791000.0,-13235000.0,-14529000.0,,13149000.0,27634000.0,-87000.0,48041000.0,4390000.0,,6057000.0,19190000.0,-1294000.0,3961000.0,-1770000.0,-753000.0,,
2018-12-31,LPK.DE,2018-12-31,,0.0,-5675000.0,-13595000.0,1751000.0,16201000.0,8041000.0,7719000.0,136000.0,11507000.0,3856000.0,,-12430000.0,19190000.0,-855000.0,-1408000.0,-1758000.0,9250000.0,,
2017-12-31,LPK.DE,2017-12-31,,0.0,-6260000.0,-9841000.0,-10786000.0,16201000.0,1150000.0,-7593000.0,-121000.0,9574000.0,4016000.0,292000.0,-4149000.0,19190000.0,-945000.0,3759000.0,-2717000.0,1137000.0,,
2020-12-31,OSP2.DE,2020-12-31,,3069000.0,-2442000.0,-2840000.0,-7049000.0,,5484000.0,8121000.0,-124000.0,17736000.0,5926000.0,,1239000.0,,,1588000.0,-2407000.0,,,-4209000.0
2019-12-31,OSP2.DE,2019-12-31,,1147000.0,-1816000.0,-2318000.0,-6771000.0,,5273000.0,963000.0,32000.0,9518000.0,5075000.0,,598000.0,,-244000.0,-1804000.0,-1280000.0,-771000.0,,-4209000.0
2018-12-31,OSP2.DE,2018-12-31,,32000.0,-1138000.0,-2318000.0,-4209000.0,,961000.0,-3265000.0,86000.0,1996000.0,2174000.0,,-708000.0,,-244000.0,-1088000.0,-1087000.0,-771000.0,,-4209000.0
2017-12-31,OSP2.DE,2017-12-31,,78000.0,-8225000.0,-2318000.0,-4209000.0,,3367000.0,-7451000.0,-188000.0,5171000.0,2258000.0,250000.0,-1166000.0,,-244000.0,77000.0,-1210000.0,-771000.0,,-4209000.0
2020-12-31,VQT.DE,2020-12-31,,1617000.0,-11819000.0,14958000.0,14124000.0,,-1435000.0,9644000.0,-66000.0,7405000.0,11168000.0,,-981000.0,24000.0,-834000.0,-4245000.0,-11351000.0,,,
2019-12-31,VQT.DE,2019-12-31,,127000.0,-8942000.0,-2972000.0,-2972000.0,,-2566000.0,-4664000.0,62000.0,7188000.0,11330000.0,,333000.0,920000.0,-834000.0,-3928000.0,-8746000.0,,,
2018-12-31,VQT.DE,2018-12-31,8678000.0,-1277000.0,-11965000.0,20960000.0,22624000.0,,-7728000.0,6953000.0,-53000.0,-3653000.0,9368000.0,,-2384000.0,427000.0,1664000.0,-2597000.0,-19789000.0,,,
2017-12-31,VQT.DE,2017-12-31,21000000.0,2289000.0,-1099000.0,-409000.0,294000.0,,-858000.0,601000.0,-64000.0,1470000.0,7391000.0,,-3147000.0,-862000.0,795000.0,-3480000.0,-22439000.0,,-92000.0,
2020-12-31,ADN1.DE,2020-12-31,-4497000.0,0.0,-28469000.0,-22985000.0,-27531000.0,224000.0,20954000.0,8701000.0,-255000.0,64956000.0,24592000.0,,,,-1867000.0,13748000.0,-9292000.0,4075000.0,,-2903000.0
2019-12-31,ADN1.DE,2019-12-31,-288000.0,0.0,-15413000.0,-1789000.0,-6522000.0,224000.0,17419000.0,440000.0,32000.0,22343000.0,21322000.0,,,,-1954000.0,-831000.0,-9095000.0,-16804000.0,,-2779000.0
2018-12-31,ADN1.DE,2018-12-31,-2007000.0,0.0,-15447000.0,262000.0,-2966000.0,14000.0,14046000.0,-585000.0,-146000.0,17974000.0,8597000.0,,,,-772000.0,6073000.0,-5369000.0,-11756000.0,,-2470000.0
2017-12-31,ADN1.DE,2017-12-31,-578000.0,0.0,-11017000.0,-3019000.0,-5594000.0,52000.0,11025000.0,3353000.0,-301000.0,20265000.0,8088000.0,,,,-407000.0,4326000.0,-5753000.0,-3279000.0,,-2220000.0
2020-12-31,SHF.DE,2020-12-31,-20200000.0,6847000.0,-23166000.0,5839000.0,32208000.0,27573000.0,-1520000.0,10268000.0,-771000.0,1997000.0,7681000.0,,,-9763000.0,,-1248000.0,-1424000.0,-62000.0,-1204000.0,
2019-12-31,SHF.DE,2019-12-31,-25000.0,7807000.0,-8160000.0,-6221000.0,-7315000.0,27573000.0,-1359000.0,-20837000.0,-273000.0,-5089000.0,7704000.0,,,-24673000.0,,4543000.0,-2194000.0,828000.0,-1094000.0,
2018-12-31,SHF.DE,2018-12-31,-25000.0,2884000.0,-12034000.0,-1478000.0,15492000.0,16970000.0,-1417000.0,6097000.0,-687000.0,3326000.0,4788000.0,,,3669000.0,,-7191000.0,-2786000.0,531000.0,-1094000.0,
2017-12-31,SHF.DE,2017-12-31,-25000.0,830139.0,-34016907.0,27656935.0,44017799.0,18293276.0,-2431076.0,1962475.0,-558100.0,-7480316.0,3760785.0,,,-8960085.0,,-708181.0,-2759230.0,12762.0,-1094000.0,-1932412.0
2020-12-31,AOF.DE,2020-12-31,-3850000.0,-1358938.0,-4578024.0,-2479453.0,-12741695.0,,17714070.0,5884564.0,,23204283.0,3329002.0,,-503443.0,-1146150.0,-121994.0,1357525.0,-551710.0,3547580.0,,-10140248.0
2019-12-31,AOF.DE,2019-12-31,-3850000.0,2664723.0,-906031.0,-2087492.0,-18121548.0,,13541060.0,-3760652.0,,15266929.0,2964975.0,,91109.0,-1459415.0,-127785.0,-3029532.0,-678151.0,250204.0,,-5567195.0
2018-12-31,AOF.DE,2018-12-31,-3850000.0,-1682095.0,-1710497.0,-2087492.0,-4652585.0,,11206216.0,5855950.0,,12219032.0,879748.0,,-550497.0,-1178509.0,-127785.0,1791827.0,-1541946.0,1554991.0,,-4652585.0
2017-12-31,AOF.DE,2017-12-31,-2101709.0,-399102.0,-3585766.0,-2087492.0,-4612819.0,,9343517.0,658448.0,,8857032.0,629152.0,-2.0,-53769.0,-601664.0,-127785.0,-426626.0,-1484055.0,241819.0,,-4612819.0
2020-12-31,MBB.DE,2020-12-31,-19473000.0,-45432000.0,-54199000.0,-20201000.0,-35895000.0,,12685000.0,-34177000.0,-84000.0,56001000.0,33608000.0,2000.0,29783000.0,,-11116000.0,13703000.0,-27256000.0,10342000.0,-425000.0,-4153000.0
2019-12-31,MBB.DE,2019-12-31,-13522000.0,7097000.0,-56215000.0,-5164000.0,-76651000.0,,26945000.0,-63611000.0,25000.0,69230000.0,24336000.0,2000.0,10077000.0,,-5305000.0,2965000.0,-13733000.0,-3047000.0,-62083000.0,-4099000.0
2018-12-31,MBB.DE,2018-12-31,-23096000.0,-532000.0,-46177000.0,6925000.0,95874000.0,,15392000.0,73700000.0,-40000.0,24043000.0,14785000.0,2000.0,-11908000.0,,97644000.0,5717000.0,-17671000.0,-3047000.0,-62083000.0,-4348000.0
2017-12-31,MBB.DE,2017-12-31,-11918000.0,-7227000.0,-72366000.0,-8855000.0,257519000.0,,13560000.0,188917000.0,-83000.0,3847000.0,10316000.0,2000.0,-15358000.0,,274410000.0,2444000.0,-19444000.0,-3047000.0,-62083000.0,-4018000.0
2020-09-30,HNL.DE,2020-09-30,-199000.0,-991000.0,-30740000.0,21865000.0,43253000.0,25741000.0,5678000.0,19598000.0,-148000.0,7234000.0,6453000.0,-349000.0,374000.0,2637000.0,56000.0,-6397000.0,-30197000.0,-675000.0,,-4409000.0
2019-09-30,HNL.DE,2019-09-30,-199000.0,1304000.0,-19136000.0,9103000.0,4682000.0,25741000.0,12477000.0,2540000.0,69000.0,16924000.0,3191000.0,66000.0,-2407000.0,6506000.0,-12000.0,-1940000.0,-19278000.0,-2331000.0,,-4409000.0
2018-09-30,HNL.DE,2018-09-30,-199000.0,1446000.0,-10627000.0,-2756000.0,-6814000.0,25741000.0,21738000.0,6821000.0,46000.0,24216000.0,3055000.0,-38000.0,-3501000.0,-5107000.0,-751000.0,5629000.0,-10577000.0,861000.0,,-3307000.0
2017-09-30,HNL.DE,2017-09-30,-199000.0,964000.0,-5348000.0,529000.0,-2386000.0,25741000.0,10427000.0,-1299000.0,-144000.0,6579000.0,2849000.0,61000.0,-2724000.0,-4906000.0,117000.0,-558000.0,-5361000.0,439000.0,,-3032000.0
2020-12-31,FQT.DE,2020-12-31,-701000.0,12523000.0,-7013000.0,-8999000.0,-10081000.0,1324000.0,-4036000.0,24383000.0,-556000.0,54752000.0,11269000.0,,1177000.0,1158000.0,-414000.0,35545000.0,-2970000.0,-5652000.0,,-1992000.0
2019-12-31,FQT.DE,2019-12-31,-321000.0,-1989000.0,-4573000.0,-10900000.0,8027000.0,21600000.0,11818000.0,21339000.0,163000.0,17728000.0,10699000.0,,-690000.0,-11658000.0,-1353000.0,3779000.0,-2981000.0,3506000.0,,-1320000.0
2018-12-31,FQT.DE,2018-12-31,309000.0,12251000.0,-4439000.0,697000.0,-14223000.0,21600000.0,11265000.0,-32191000.0,-84000.0,4559000.0,3674000.0,,-2881000.0,-14444000.0,-520000.0,-5042000.0,-4808000.0,-2578000.0,,-14400000.0
2017-12-31,FQT.DE,2017-12-31,167551.0,5221603.0,-4416783.0,-1930680.0,-3651260.0,21600000.0,9852147.0,8623557.0,-84000.0,16691599.0,3496597.0,,-3537829.0,-14444000.0,-280580.0,-1228955.0,-4044510.0,623504.0,,-1440000.0
2020-12-31,FRE.DE,2020-12-31,-33000000.0,1819000000.0,-3011000000.0,-1695000000.0,-3117000000.0,18000000.0,1707000000.0,183000000.0,-238000000.0,6549000000.0,2573000000.0,,-527000000.0,-13000000.0,-972000000.0,1099000000.0,-2406000000.0,-252000000.0,,-468000000.0
2019-12-31,FRE.DE,2019-12-31,26000000.0,67000000.0,-4856000000.0,1019000000.0,-484000000.0,49000000.0,1883000000.0,-1055000000.0,22000000.0,4263000000.0,2346000000.0,,-315000000.0,-593000000.0,-1107000000.0,1110000000.0,-2459000000.0,-368000000.0,,-445000000.0
2018-12-31,FRE.DE,2018-12-31,1093000000.0,223000000.0,-1464000000.0,-433000000.0,-1273000000.0,92000000.0,2027000000.0,1073000000.0,68000000.0,3742000000.0,1383000000.0,,-279000000.0,-544000000.0,-516000000.0,976000000.0,-2149000000.0,-345000000.0,,-416000000.0
2017-12-31,FRE.DE,2017-12-31,406000000.0,720000000.0,-7570000000.0,4773000000.0,3872000000.0,81000000.0,1814000000.0,57000000.0,-182000000.0,3937000000.0,1347000000.0,,-228000000.0,-669000000.0,-640000000.0,890000000.0,-1823000000.0,28000000.0,,-342000000.0
2021-03-31,FAA.DE,2021-03-31,,842000.0,-4298000.0,-1594000.0,-3320000.0,6336000.0,8818000.0,13323000.0,-71000.0,21012000.0,5452000.0,,,1949000.0,-912000.0,3735000.0,-4527000.0,,,-7150000.0
2020-03-31,FAA.DE,2020-03-31,,861000.0,-4841000.0,-1562000.0,-7403000.0,6336000.0,7708000.0,1931000.0,68000.0,14107000.0,4904000.0,,,-1246000.0,-480000.0,1713000.0,-4376000.0,,,-5361000.0
2019-03-31,FAA.DE,2019-03-31,,5311000.0,-3836000.0,-1562000.0,-2197000.0,6336000.0,5886000.0,5642000.0,78000.0,11597000.0,2548000.0,,,-3005000.0,-267000.0,825000.0,-3748000.0,,,-1930000.0
2018-03-31,FAA.DE,2018-03-31,,3401000.0,-2955000.0,-1562000.0,6702000.0,11895000.0,3671000.0,11528000.0,-148000.0,7929000.0,1772000.0,,,-2524000.0,-2510000.0,1579000.0,-2909000.0,,-925000.0,-1758000.0
2020-11-30,SJJ.DE,2020-11-30,,-547101.0,-2558910.0,-4168869.0,-4310767.0,,-1586562.0,-7361859.0,153428.0,-645610.0,3099030.0,28310.0,-67800.0,-5940575.0,-141898.0,-3173510.0,-899020.0,7262836.0,,
2019-11-30,SJJ.DE,2019-11-30,,-1397056.0,-10138783.0,4973614.0,4793056.0,,-1088336.0,-12497236.0,80122.0,-7231631.0,843970.0,3100.0,-67800.0,-3336058.0,-180558.0,-3640595.0,-447686.0,1096694.0,,
2018-11-30,SJJ.DE,2018-11-30,,-700149.0,-7540759.0,-677290.0,54658620.0,57451398.0,-1033904.0,44679576.0,52379.0,-2490664.0,394229.0,3100.0,8986.0,-7493401.0,-187714.0,2465437.0,-524080.0,3767846.0,,-1927774.0
2017-11-30,SJJ.DE,2017-11-30,,-24700.0,-220639.0,-389429.0,-3254185.0,57451398.0,4633538.0,2359866.0,14658.0,5820031.0,200071.0,421.0,12164.0,-612208.0,-201459.0,320964.0,-221060.0,1252202.0,,-2663297.0
2020-12-31,UBXN.SW,2020-12-31,-4194000.0,-10678000.0,-55995000.0,-4680000.0,-11277000.0,,-64625000.0,-33550000.0,-5797000.0,39519000.0,15333000.0,226000.0,18015000.0,-2881000.0,-6597000.0,74644000.0,-4347000.0,-1086000.0,,
2019-12-31,UBXN.SW,2019-12-31,-2905000.0,2296000.0,-66760000.0,-4996000.0,-17656000.0,876000.0,13062000.0,-8872000.0,-1747000.0,77291000.0,17131000.0,393000.0,6398000.0,6148000.0,-2459000.0,17501000.0,-6488000.0,1344000.0,,-11077000.0
2018-12-31,UBXN.SW,2018-12-31,-2636000.0,-889000.0,-63391000.0,-4996000.0,-9681000.0,15286000.0,38481000.0,-33328000.0,3402000.0,36342000.0,13134000.0,632000.0,-13282000.0,-16614000.0,-1917000.0,6740000.0,-7319000.0,-1450000.0,-7609000.0,-15441000.0
2017-12-31,UBXN.SW,2017-12-31,1068000.0,4923000.0,-63511000.0,59284000.0,26012000.0,6827000.0,51260000.0,20079000.0,-2926000.0,60504000.0,13763000.0,340000.0,-12633000.0,-12931000.0,-1151000.0,5077000.0,-10586000.0,2646000.0,-24422000.0,-14526000.0
2020-12-31,FTK.DE,2020-12-31,,1143328000.0,-314648000.0,-7297000.0,206411000.0,191675000.0,49908000.0,786507000.0,,894744000.0,13996000.0,-7496000.0,91000.0,-1822000.0,22033000.0,16000.0,-6752000.0,-329090000.0,,
2019-12-31,FTK.DE,2019-12-31,,-1911000.0,-33189000.0,1395000.0,4005000.0,6073000.0,14886000.0,-186430000.0,,-157246000.0,8223000.0,-15011000.0,89000.0,3293000.0,-3463000.0,-1115000.0,-14525000.0,-129161000.0,,
2018-12-31,FTK.DE,2018-12-31,,72194000.0,-27756000.0,-3559000.0,35730000.0,35031000.0,17474000.0,258044000.0,,250071000.0,4608000.0,-11603000.0,-75000.0,-65854000.0,4258000.0,8485000.0,-3082000.0,172261000.0,,
2017-12-31,FTK.DE,2017-12-31,,-459615000.0,-12587000.0,15456000.0,20273000.0,18158000.0,16796000.0,7799000.0,,112000.0,3398000.0,-11603000.0,220000.0,-69843000.0,-13341000.0,15000.0,-3244000.0,169904000.0,,
2020-12-31,ZO1.DE,2020-12-31,,41350334.0,-4701100.0,-23133826.0,-23577029.0,112643.0,18930715.0,45521017.0,-571919.0,74371064.0,24355562.0,,-38983799.0,-2562691.0,-555846.0,19220779.0,-4701100.0,7049169.0,,
2019-12-31,ZO1.DE,2019-12-31,,27435138.0,-3235644.0,-20024353.0,-20085928.0,145597.0,-12067428.0,4772094.0,-18382.0,28112048.0,21944596.0,,-10146766.0,430112.0,-207172.0,-1856497.0,-3235644.0,-1938106.0,,
2018-12-31,ZO1.DE,2018-12-31,,31794264.0,-7330312.0,-5524371.0,-6050621.0,244629.0,-2104587.0,8330058.0,8461.0,21664828.0,7189831.0,,-3017624.0,-1756205.0,-770879.0,629899.0,-7330312.0,-13960747.0,,
2017-12-31,ZO1.DE,2017-12-31,,30152500.0,-7438411.0,-2151426.0,283142.0,2852145.0,1938318.0,-3732418.0,125947.0,3296903.0,3106914.0,,-25760978.0,-7210228.0,-417577.0,-1587699.0,-7438411.0,1443081.0,,
2020-09-30,D6H.DE,2020-09-30,-1518962.0,1083863.0,12594750.0,-9883191.0,-17678569.0,,248736.0,16600603.0,,21684421.0,32461653.0,22281.0,-4537927.0,,-1963357.0,-7879931.0,-17002404.0,-49202.0,,-5832021.0
2019-09-30,D6H.DE,2019-09-30,-696075.0,12587716.0,-40566780.0,50786608.0,44649069.0,,14513918.0,8604761.0,,4522471.0,22847728.0,359213.0,-47191372.0,,-1138664.0,1647469.0,-15610402.0,-294414.0,,-4998875.0
2018-09-30,D6H.DE,2018-09-30,-14013.0,-4292643.0,-19103678.0,-9223984.0,-14364991.0,,12873309.0,-14478648.0,,18990021.0,13645345.0,152676.0,-5300762.0,,-1391851.0,2569140.0,-11284553.0,-898661.0,,-3749156.0
2017-09-30,D6H.DE,2017-09-30,849242.0,16219028.0,-19749571.0,-1326791.0,16027322.0,21129868.0,11198994.0,28754654.0,,32476900.0,6419569.0,187675.0,4707457.0,754311.0,-1504018.0,-8853985.0,-8542697.0,-898661.0,,-2271737.0
2020-12-31,EIN3.DE,2020-12-31,,20036000.0,-17687000.0,-5112000.0,-10643000.0,,41201000.0,6358000.0,-1622000.0,36310000.0,9428000.0,,-23041000.0,-28653000.0,-373000.0,3743000.0,-17419000.0,13401000.0,,-5158000.0
2019-12-31,EIN3.DE,2019-12-31,,9399000.0,-13832000.0,-25507000.0,-31283000.0,,24316000.0,11632000.0,735000.0,56012000.0,8234000.0,,17061000.0,-5038000.0,-618000.0,-1237000.0,-14680000.0,3087000.0,,-5158000.0
2018-12-31,EIN3.DE,2018-12-31,-170000.0,-16978000.0,-8305000.0,26541000.0,22010000.0,,25866000.0,-303000.0,-247000.0,-13761000.0,4635000.0,,-10725000.0,-9033000.0,-127000.0,-3043000.0,-8026000.0,-4687000.0,,-4404000.0
2017-12-31,EIN3.DE,2017-12-31,-170000.0,18727000.0,-14916000.0,-10414000.0,-13508000.0,,21245000.0,-40304000.0,-2692000.0,-9188000.0,5157000.0,,-56380000.0,-16885000.0,-200000.0,6716000.0,-6352000.0,12145000.0,,-2894000.0
2020-12-31,UTDI.DE,2020-12-31,81270000.0,58118000.0,-361072000.0,-379446000.0,-549140000.0,,290548000.0,13697000.0,-1831000.0,925742000.0,443325000.0,,-6122000.0,-89110000.0,-63844000.0,189483000.0,-447033000.0,29092000.0,-12235000.0,-93615000.0
2019-12-31,UTDI.DE,2019-12-31,334842000.0,-83876000.0,87211000.0,-311798000.0,-857604000.0,,423937000.0,59507000.0,973000.0,828928000.0,431231000.0,,10349000.0,-68232000.0,-162207000.0,36995000.0,-252776000.0,23847000.0,-373584000.0,-10015000.0
2018-12-31,UTDI.DE,2018-12-31,-6934000.0,149302000.0,-350945000.0,-51882000.0,-312601000.0,,188794000.0,-180456000.0,810000.0,482280000.0,338264000.0,-8300000.0,-44945000.0,-290567000.0,-90713000.0,310432000.0,-271761000.0,-206405000.0,-373584000.0,-170006000.0
2017-12-31,UTDI.DE,2017-12-31,-136105000.0,-39976000.0,-897688000.0,121894000.0,312150000.0,,649186000.0,136779000.0,-3682000.0,725999000.0,265093000.0,-8300000.0,1245000.0,-126053000.0,427173000.0,-219553000.0,-233480000.0,46624000.0,-77214000.0,-159703000.0
2020-12-31,KGX.DE,2020-12-31,,0.0,-406300000.0,-742800000.0,-4500000.0,813600000.0,215300000.0,103300000.0,-13100000.0,527100000.0,915600000.0,5300000.0,-35100000.0,-115100000.0,-70600000.0,-3900000.0,-283800000.0,-449700000.0,,-4700000.0
2019-12-31,KGX.DE,2019-12-31,,0.0,-277900000.0,-352600000.0,-534900000.0,3700000.0,454800000.0,35900000.0,2400000.0,846300000.0,891100000.0,15900000.0,-79000000.0,-169500000.0,-41600000.0,136600000.0,-287400000.0,-387700000.0,-2900000.0,-141500000.0
2018-12-31,KGX.DE,2018-12-31,,0.0,-245600000.0,-344900000.0,-514500000.0,1700000.0,399900000.0,2100000.0,-3200000.0,765500000.0,891500000.0,9400000.0,-79000000.0,-169500000.0,-50900000.0,-154700000.0,-258500000.0,-371200000.0,-3600000.0,-116800000.0
2017-12-31,KGX.DE,2017-12-31,,0.0,-237600000.0,-1023700000.0,-568500000.0,600900000.0,420900000.0,-106400000.0,-12200000.0,711900000.0,881800000.0,-10000000.0,-79000000.0,-169500000.0,-54500000.0,-212900000.0,-218300000.0,-377900000.0,-4300000.0,-86900000.0
2020-12-31,STMN.SW,2020-12-31,-9190000.0,-890000.0,-144825000.0,250120000.0,153331000.0,,91282000.0,371990000.0,-13110000.0,376594000.0,99467000.0,1525000.0,-13568000.0,53067000.0,-1246000.0,147236000.0,-70842000.0,,-4312000.0,-91231000.0
2019-12-31,STMN.SW,2019-12-31,-12167000.0,72623000.0,-237147000.0,-25660000.0,-156486000.0,5061000.0,306473000.0,-18463000.0,-3307000.0,378478000.0,93498000.0,2822000.0,-42093000.0,-79874000.0,-47945000.0,27851000.0,-134599000.0,,-4816000.0,-83126000.0
2018-12-31,STMN.SW,2018-12-31,-56268000.0,25094000.0,-199331000.0,-1150000.0,-77557000.0,5139000.0,272770000.0,-3142000.0,-3353000.0,277099000.0,52367000.0,2422000.0,-26714000.0,-59211000.0,-2221000.0,12793000.0,-92922000.0,,-4205000.0,-75120000.0
2017-12-31,STMN.SW,2017-12-31,-12829000.0,16201000.0,-292849000.0,1055000.0,192571000.0,263159000.0,279544000.0,117792000.0,780000.0,217290000.0,40258000.0,1265000.0,-34027000.0,-47284000.0,-1127000.0,-37402000.0,-66554000.0,,-5377000.0,-65139000.0
2020-12-31,AT1.DE,2020-12-31,-376800000.0,0.0,1013700000.0,-493200000.0,-1634100000.0,,741300000.0,500400000.0,-500000.0,615800000.0,2700000.0,,,,-56300000.0,-90800000.0,-29600000.0,-39000000.0,-1084600000.0,
2019-12-31,AT1.DE,2019-12-31,-575700000.0,0.0,-2889800000.0,2147700000.0,3227900000.0,1474800000.0,1365900000.0,948900000.0,1300000.0,613600000.0,1600000.0,,,,-185200000.0,-717300000.0,-3100000.0,-36700000.0,-1084600000.0,-209400000.0
2018-12-31,AT1.DE,2018-12-31,-2004500000.0,0.0,-2924300000.0,2588000000.0,2952900000.0,952600000.0,1666500000.0,506400000.0,-900000.0,472800000.0,1500000.0,,,,-362000000.0,-1153200000.0,-4600000.0,-42100000.0,-1084600000.0,-225700000.0
