,ticker,Date,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Change To Operating Activities,Repurchase Of Stock,Dividends Paid
2020-12-27,CHUY,2020-12-27,,-1302000.0,-12149000.0,,46178000.0,48401000.0,-3294000.0,76743000.0,,42714000.0,29264000.0,,208000.0,-81000.0,-116000.0,21072000.0,-12149000.0,-1700000.0,-2107000.0,
2019-12-29,CHUY,2019-12-29,,-2594000.0,-33274000.0,,-8282000.0,388000.0,6215000.0,1875000.0,,43431000.0,28704000.0,-404000.0,-116000.0,628000.0,-116000.0,11166000.0,-32870000.0,-1740000.0,-8670000.0,
2018-12-30,CHUY,2018-12-30,,-1454000.0,-44521000.0,,-3947000.0,453000.0,5539000.0,-586000.0,,47882000.0,19804000.0,-434000.0,64000.0,642000.0,-116000.0,8823000.0,-44087000.0,13809000.0,-4400000.0,
2017-12-31,CHUY,2017-12-31,,-2248000.0,-49134000.0,,-157000.0,340000.0,28956000.0,-4909000.0,,44382000.0,17394000.0,51000.0,-154000.0,-1564000.0,-116000.0,-6922000.0,-49185000.0,7762000.0,-497000.0,
2020-12-31,TPIC,2020-12-31,,6209000.0,-65666000.0,75694000.0,88612000.0,15839000.0,-19027000.0,58447000.0,-2069000.0,37570000.0,48567000.0,,-4276000.0,-13164000.0,-730000.0,14207000.0,-65666000.0,3603000.0,-2191000.0,
2019-12-31,TPIC,2019-12-31,,80720000.0,-75510000.0,-2133000.0,970000.0,5223000.0,-15708000.0,-17627000.0,-171000.0,57084000.0,36680000.0,,-1145000.0,-76949000.0,-730000.0,32676000.0,-74408000.0,-1296000.0,-2120000.0,
2018-12-31,TPIC,2018-12-31,,32263000.0,-52688000.0,-8876000.0,-7732000.0,4284000.0,5279000.0,-63061000.0,617000.0,-3258000.0,25529000.0,-52688000.0,-1685000.0,-67098000.0,-281000.0,861000.0,-52688000.0,357000.0,-2859000.0,
2017-12-31,TPIC,2017-12-31,,51474000.0,-43978000.0,-8095000.0,-8383000.0,1430000.0,38734000.0,22574000.0,335000.0,74600000.0,20798000.0,-52688000.0,964000.0,-58650000.0,-454000.0,9108000.0,-44828000.0,10699000.0,-1264000.0,
2021-01-02,DAR,2021-01-02,,11200000.0,-310628000.0,-220762000.0,-306986000.0,67000.0,296819000.0,8675000.0,1638000.0,624651000.0,350178000.0,293000.0,-18666000.0,22362000.0,-19329000.0,-37033000.0,-280115000.0,-12818000.0,-66962000.0,
2019-12-28,DAR,2019-12-28,-2000000.0,32436000.0,-338074000.0,-17632000.0,-54885000.0,39000.0,312600000.0,-34324000.0,-3986000.0,362621000.0,325510000.0,6600000.0,-39111000.0,-26086000.0,-13560000.0,-261955000.0,-359498000.0,3569000.0,-23732000.0,
2018-12-29,DAR,2018-12-29,-12250000.0,14534000.0,-342415000.0,-25624000.0,-47582000.0,182000.0,101496000.0,453000.0,-8165000.0,398615000.0,321192000.0,1253000.0,2391000.0,-6347000.0,-19925000.0,-45458000.0,-321896000.0,12426000.0,-2215000.0,
2017-12-30,DAR,2017-12-30,-4750000.0,73386000.0,-284053000.0,-122376000.0,-154852000.0,22000.0,128468000.0,-7941000.0,20528000.0,410436000.0,302100000.0,6054000.0,-15022000.0,3482000.0,-29449000.0,-76460000.0,-274168000.0,-24380000.0,-3049000.0,
2020-12-31,HCSG,2020-12-31,-32778000.0,-7250000.0,-36845000.0,-10000000.0,-68367000.0,3013000.0,98682000.0,112001000.0,,217213000.0,14268000.0,,4931000.0,46158000.0,,5382000.0,-4341000.0,63117000.0,-675000.0,-60705000.0
2019-12-31,HCSG,2019-12-31,-12288000.0,-9532000.0,-16457000.0,-20000000.0,-75820000.0,3718000.0,64581000.0,1304000.0,,93581000.0,13940000.0,,4765000.0,-29532000.0,,25838000.0,-4368000.0,15676000.0,-587000.0,-58951000.0
2018-12-31,HCSG,2018-12-31,-5286000.0,-9144000.0,-9586000.0,-5382000.0,-53977000.0,8890000.0,83524000.0,16468000.0,,80031000.0,9272000.0,,950000.0,-44363000.0,,47076000.0,-4940000.0,-2185000.0,-284000.0,-57201000.0
2017-12-31,HCSG,2017-12-31,-5324000.0,11197000.0,-14967000.0,35382000.0,-6959000.0,12903000.0,88226000.0,-14296000.0,,7630000.0,8886000.0,,-1873000.0,-121639000.0,,10909000.0,-5397000.0,4232000.0,-284000.0,-55244000.0
2020-12-31,SAIL,2020-12-31,,34214000.0,-3973000.0,,12548000.0,13345000.0,-10763000.0,66524000.0,,57949000.0,18290000.0,,,-6772000.0,,26952000.0,-3945000.0,-34427000.0,-797000.0,
2019-12-31,SAIL,2019-12-31,,35636000.0,-38906000.0,400000000.0,361699000.0,8702000.0,-8500000.0,372884000.0,,50091000.0,14992000.0,,,-5072000.0,-46652000.0,12097000.0,-6173000.0,-13734000.0,-351000.0,
2018-12-31,SAIL,2018-12-31,,42305000.0,-10856000.0,-70000000.0,-65575000.0,5160000.0,3670000.0,-38891000.0,,37540000.0,10736000.0,,,-31249000.0,-387000.0,21855000.0,-8389000.0,-18223000.0,-348000.0,
2017-12-31,SAIL,2017-12-31,,29464000.0,-2521000.0,-40000000.0,78520000.0,172339000.0,-7592000.0,97855000.0,,21856000.0,10220000.0,,,-24116000.0,-2774000.0,6265000.0,-2711000.0,3247000.0,-658000.0,-50387000.0
2020-12-31,POOL,2020-12-31,,-9212000.0,-146289000.0,-95774000.0,-244371000.0,19824000.0,366738000.0,5545000.0,-1376000.0,397581000.0,28967000.0,,-42447000.0,-38688000.0,-293000.0,22517000.0,-21702000.0,69275000.0,-76199000.0,-91929000.0
2019-12-31,POOL,2019-12-31,,16860000.0,-42263000.0,-155382000.0,-244486000.0,18574000.0,261575000.0,12225000.0,198000.0,298776000.0,28885000.0,,-14165000.0,-15691000.0,-718000.0,22108000.0,-33362000.0,-1185000.0,-23188000.0,-83772000.0
2018-12-31,POOL,2018-12-31,,-6567000.0,-34158000.0,146526000.0,-97571000.0,13569000.0,234461000.0,-13582000.0,-509000.0,118656000.0,27222000.0,,-142170000.0,-14371000.0,-767000.0,22120000.0,-31580000.0,-2732000.0,-187469000.0,-69430000.0
2017-12-31,POOL,2017-12-31,4000.0,5077000.0,-52220000.0,82121000.0,-114449000.0,11466000.0,191633000.0,7984000.0,-658000.0,175311000.0,25157000.0,,-35783000.0,-21903000.0,-4001000.0,7902000.0,-39390000.0,2660000.0,-146006000.0,-58029000.0
2020-12-31,TCOM,2020-12-31,-2153000000.0,-7762000000.0,-3821000000.0,7950000000.0,6025000000.0,159000000.0,-3247000000.0,-2332000000.0,-713000000.0,-3823000000.0,1563000000.0,,,3189000000.0,-2084000000.0,4792000000.0,-532000000.0,-2119000000.0,,
2019-12-31,TCOM,2019-12-31,-104000000.0,540000000.0,-2413000000.0,-10662000000.0,-9256000000.0,467000000.0,7011000000.0,-4027000000.0,309000000.0,7333000000.0,1447000000.0,,,-2041000000.0,939000000.0,-1410000000.0,-823000000.0,1376000000.0,,
2018-12-31,TCOM,2018-12-31,-12475000000.0,3687000000.0,-14078000000.0,12052000000.0,11926000000.0,677000000.0,1112000000.0,5782000000.0,819000000.0,7115000000.0,979000000.0,,,-704000000.0,-803000000.0,2898000000.0,-673000000.0,-902000000.0,,
2017-12-31,TCOM,2017-12-31,-14024000000.0,171000000.0,-15229000000.0,8339000000.0,8020000000.0,732000000.0,2155000000.0,-187000000.0,-47000000.0,7069000000.0,880000000.0,-4306124.0,,-52000000.0,-1051000000.0,1851000000.0,-471000000.0,2201000000.0,,
2020-12-31,GRUB,2020-12-31,-55000000.0,246000000.0,15000000.0,-71000000.0,292000000.0,400000000.0,-151000000.0,479000000.0,-5000000.0,177000000.0,141000000.0,,-6000000.0,-38000000.0,-37000000.0,22000000.0,-27000000.0,-68000000.0,,
2019-12-31,GRUB,2019-12-31,-1000000.0,19000000.0,-497000000.0,107000000.0,520000000.0,431000000.0,-115000000.0,-40000000.0,1000000.0,-64000000.0,38000000.0,,-6000000.0,-5000000.0,-18000000.0,31000000.0,-8000000.0,-32000000.0,,
2018-12-31,GRUB,2018-12-31,-8000.0,6027000.0,-130171000.0,132524000.0,132718000.0,194000.0,-14017000.0,-235000.0,-56000.0,-2726000.0,7948000.0,,-2494000.0,2020000.0,-18000000.0,-22894000.0,-3607000.0,20684000.0,,
2017-12-31,GRUB,2017-12-31,-419000.0,1766000.0,-8660000.0,132524000.0,132718000.0,194000.0,-42024000.0,-44798000.0,29000.0,-36167000.0,4972000.0,,-819000.0,-6437000.0,-18000000.0,8333000.0,-2062000.0,-1958000.0,,
2020-12-31,RDFN,2020-12-31,-42433000.0,2086000.0,-57119000.0,576435000.0,694227000.0,90773000.0,-18527000.0,698372000.0,-3000.0,61267000.0,14564000.0,,25432000.0,-35496000.0,4070000.0,50604000.0,-14686000.0,10566000.0,-16852000.0,
2019-12-31,RDFN,2019-12-31,-100379000.0,-394000.0,-115912000.0,20941000.0,31883000.0,16107000.0,-80805000.0,-191607000.0,32000.0,-107610000.0,9230000.0,,-51896000.0,-3861000.0,-39000.0,33598000.0,-15533000.0,-19867000.0,-5126000.0,
2018-12-31,RDFN,2018-12-31,-2000000.0,617000.0,-10303000.0,141670000.0,273402000.0,131000000.0,-41978000.0,226397000.0,32000.0,-36702000.0,8465000.0,,-19312000.0,-2029000.0,2158000.0,20219000.0,-8303000.0,-5268000.0,-1426000.0,
2017-12-31,RDFN,2017-12-31,1749000.0,-252000.0,-10364000.0,2016000.0,149822000.0,151091000.0,-15002000.0,144813000.0,32000.0,5355000.0,7176000.0,,-3382000.0,-2709000.0,-3285000.0,11101000.0,-12113000.0,8423000.0,-1426000.0,
2020-12-31,BLX,2020-12-31,-317597000.0,0.0,-319904000.0,-1196546000.0,-990651000.0,,63593000.0,-313710000.0,,996845000.0,3587000.0,1000.0,,,250564000.0,13438000.0,-997000.0,915474000.0,,-44669000.0
2019-12-31,BLX,2019-12-31,32089000.0,0.0,31065000.0,-426226000.0,-563929000.0,,86053000.0,-546474000.0,,-13610000.0,2854000.0,1000.0,,,-78822000.0,-23225000.0,-1028000.0,-79994000.0,,-58881000.0
2018-12-31,BLX,2018-12-31,-22134000.0,0.0,-21525000.0,1342870000.0,1324476000.0,3609000.0,11138000.0,1087385000.0,,-215566000.0,1282000.0,1000.0,,,41978000.0,75402000.0,-603000.0,-304564000.0,-2442000.0,-61539000.0
2017-12-31,BLX,2017-12-31,16186000.0,0.0,10162000.0,-1059776000.0,-989439000.0,4977000.0,81999000.0,-388919000.0,,590358000.0,1578000.0,1000.0,,,125992000.0,23134000.0,-2654000.0,482809000.0,-27000.0,-60605000.0
2020-12-31,ALRM,2020-12-31,25687000.0,15812000.0,-20274000.0,47000000.0,52024000.0,11711000.0,77853000.0,133830000.0,,102080000.0,32771000.0,826000.0,-10647000.0,-10098000.0,-1538000.0,5065000.0,-16141000.0,-13303000.0,-5149000.0,
2019-12-31,ALRM,2019-12-31,25687000.0,-12547000.0,-73414000.0,-4000000.0,-130000.0,3870000.0,53531000.0,-26432000.0,,47112000.0,27093000.0,5593000.0,-6976000.0,-22273000.0,-1538000.0,15587000.0,-19324000.0,-10752000.0,-5149000.0,
2018-12-31,ALRM,2018-12-31,25687000.0,29113000.0,-13377000.0,-4000000.0,2399000.0,6400000.0,21524000.0,49732000.0,,60710000.0,21821000.0,-1287000.0,-8813000.0,-9298000.0,-1538000.0,7098000.0,-11015000.0,-1643000.0,-1000.0,
2017-12-31,ALRM,2017-12-31,-42000.0,3257000.0,-168795000.0,64300000.0,67303000.0,3450000.0,29251000.0,-44305000.0,,57187000.0,18299000.0,-4000000.0,-3335000.0,-1911000.0,-438000.0,13357000.0,-10464000.0,-2228000.0,-9000.0,
2020-12-31,BOMN,2020-12-31,-107201966.0,-3215404.0,-169399964.0,4997650.0,202805802.0,195538731.0,-49089.0,38580284.0,,5174446.0,11805282.0,-20000000.0,,-23669.0,2269421.0,-1968324.0,-8573296.0,-1374350.0,,
2019-12-31,BOMN,2019-12-31,-48419764.0,5503197.0,-60626598.0,18060000.0,49241242.0,32204732.0,-1486923.0,-1771807.0,,9613549.0,17330328.0,-20000000.0,,-25980.0,-1023490.0,-6795455.0,-2812228.0,-4911618.0,,
2018-12-31,BOMN,2018-12-31,-26152365.0,5221995.0,-164756183.0,18060000.0,175631127.0,177245682.0,-9113937.0,10913269.0,,38325.0,8128704.0,-20000000.0,,-2067224.0,-1614555.0,-915258.0,-3120951.0,-1215955.0,,
2017-12-31,BOMN,2017-12-31,-96153728.0,-166726.0,-110859219.0,18060000.0,91432110.0,92394063.0,-6467910.0,-22613498.0,,-3186389.0,3353926.0,-208826.0,,-96264.0,-961953.0,292249.0,-2268034.0,-101664.0,,
2020-12-31,QTWO,2020-12-31,-99496000.0,18054000.0,-124163000.0,132589000.0,434676000.0,324638000.0,-137620000.0,307623000.0,,-2890000.0,29740000.0,,,-18281000.0,-22551000.0,63552000.0,-23715000.0,-26665000.0,,
2019-12-31,QTWO,2019-12-31,36650000.0,14526000.0,-483252000.0,307016000.0,476091000.0,209840000.0,-70877000.0,-6594000.0,,567000.0,17757000.0,,,-4819000.0,-40765000.0,28847000.0,-13860000.0,-25822000.0,,
2018-12-31,QTWO,2018-12-31,-27267000.0,4191000.0,-171292000.0,223167000.0,216577000.0,12730000.0,-35397000.0,49880000.0,,4595000.0,11502000.0,,,-10489000.0,-19320000.0,28045000.0,-13285000.0,-15480000.0,,
2017-12-31,QTWO,2017-12-31,158000.0,8204000.0,-16943000.0,223167000.0,11559000.0,11559000.0,-26164000.0,4088000.0,,9472000.0,10846000.0,-1000000.0,,-961000.0,-19320000.0,20938000.0,-16131000.0,-14974000.0,,
2020-12-31,SAVE,2020-12-31,-1228000.0,69506000.0,-554000000.0,1332686000.0,1661441000.0,366822000.0,-428700000.0,882167000.0,,-225274000.0,179470000.0,,,30486000.0,-36398000.0,-21988000.0,-552772000.0,-37248000.0,-1669000.0,
2019-12-31,SAVE,2019-12-31,-1580000.0,23998000.0,-456929000.0,-117439000.0,-120168000.0,1000.0,335255000.0,-25776000.0,,551321000.0,155326000.0,,,-26147000.0,2709000.0,140686000.0,-455349000.0,-136807000.0,-5439000.0,
2018-12-31,SAVE,2018-12-31,-1483000.0,43587000.0,-783708000.0,489104000.0,481129000.0,51000.0,155749000.0,203884000.0,,506463000.0,129412000.0,,,1674000.0,-6864000.0,157190000.0,-793625000.0,-107127000.0,-1162000.0,
2017-12-31,SAVE,2017-12-31,-1340000.0,49557000.0,-792003000.0,526987000.0,466712000.0,45000.0,415522000.0,99949000.0,,425240000.0,83154000.0,,,-8134000.0,-13740000.0,33433000.0,-790663000.0,-135446000.0,-46580000.0,
2020-12-31,EPAM,2020-12-31,-80491000.0,2428000.0,-167154000.0,-18000.0,-765000.0,26410000.0,327160000.0,385845000.0,9357000.0,544407000.0,128175000.0,1018000.0,,4235000.0,-7025000.0,64293000.0,-68793000.0,2663000.0,-20132000.0,
2019-12-31,EPAM,2019-12-31,-5000000.0,-1685000.0,-145369000.0,-9000.0,20363000.0,37003000.0,261057000.0,165977000.0,3530000.0,287453000.0,100690000.0,-1739000.0,,-87174000.0,-1128000.0,70655000.0,-99308000.0,-33449000.0,-15503000.0,
2018-12-31,EPAM,2018-12-31,418000.0,-772000.0,-112123000.0,-3494000.0,23001000.0,34845000.0,240256000.0,188856000.0,-14240000.0,292218000.0,37050000.0,-699000.0,,-46902000.0,-603000.0,9914000.0,-37574000.0,43521000.0,-7747000.0,
2017-12-31,EPAM,2017-12-31,418000.0,1221000.0,-36151000.0,-103000.0,49746000.0,53984000.0,72760000.0,218191000.0,11776000.0,192820000.0,28562000.0,465000.0,,-81488000.0,-941000.0,61009000.0,-29806000.0,48864000.0,-3194000.0,
2020-12-31,MKTX,2020-12-31,137792000.0,139332000.0,68867000.0,,-145112000.0,4007000.0,299377000.0,333797000.0,5553000.0,404489000.0,37838000.0,,,-200886000.0,,35162000.0,-15010000.0,7196000.0,-58553000.0,-90566000.0
2019-12-31,MKTX,2019-12-31,10109000.0,-820000.0,-122051000.0,,-118100000.0,1207000.0,204902000.0,26795000.0,1011000.0,265935000.0,32652000.0,-30000.0,,-2962000.0,,27190000.0,-12292000.0,2859000.0,-43076000.0,-76231000.0
2018-12-31,MKTX,2018-12-31,-2742000.0,14524000.0,-50296000.0,,-92673000.0,2973000.0,172852000.0,79308000.0,-1640000.0,223917000.0,23080000.0,39000.0,,-5117000.0,,16930000.0,-35888000.0,-1240000.0,-33214000.0,-62432000.0
2017-12-31,MKTX,2017-12-31,-28037000.0,-1469000.0,-53653000.0,,-117068000.0,1972000.0,148089000.0,-1229000.0,1457000.0,168035000.0,19274000.0,-59000.0,,-2353000.0,,22964000.0,-12086000.0,-5320000.0,-70152000.0,-48888000.0
2020-12-31,APPF,2020-12-31,164000.0,-373000.0,146511000.0,-48813000.0,-70358000.0,822000.0,158403000.0,124452000.0,,48299000.0,12591000.0,,,-2782000.0,-5977000.0,-149506000.0,-19038000.0,12066000.0,-16390000.0,
2019-12-31,APPF,2019-12-31,-6788000.0,1704000.0,-89874000.0,-1250000.0,-7272000.0,553000.0,36282000.0,-58259000.0,,38887000.0,12525000.0,,,-2031000.0,-420000.0,-24114000.0,-8084000.0,521000.0,-6155000.0,
2018-12-31,APPF,2018-12-31,24203000.0,-3975000.0,-4644000.0,50000000.0,26346000.0,1035000.0,19967000.0,57970000.0,,36268000.0,3576000.0,,,-908000.0,-420000.0,6561000.0,-2102000.0,47000.0,-24689000.0,
2017-12-31,APPF,2017-12-31,-10159000.0,-658000.0,-22828000.0,50000000.0,-1133000.0,663000.0,9716000.0,5410000.0,,29371000.0,3699000.0,,,-876000.0,-420000.0,6217000.0,-2214000.0,2273000.0,-1796000.0,
2020-12-31,ASR,2020-12-31,-10556000.0,209534000.0,-2876000000.0,-179317000.0,-1142310000.0,,1972319000.0,-1000051000.0,81116000.0,2937143000.0,1934766000.0,463116000.0,,-452636000.0,-962993000.0,-598492000.0,-3328560000.0,,,
2019-12-31,ASR,2019-12-31,-10556000.0,333715000.0,-2390173000.0,-363106000.0,-4427870000.0,,5465822000.0,1608172000.0,-75477000.0,8501692000.0,1836897000.0,224691000.0,,-125309000.0,-1064764000.0,768392000.0,-2614864000.0,,,-3000000000.0
2018-12-31,ASR,2018-12-31,-206379000.0,490827000.0,-1311957000.0,-3090124000.0,-6476664000.0,,4987601000.0,-92947000.0,-646000.0,7696320000.0,1760741000.0,324368000.0,,-107608000.0,-1352540000.0,516577000.0,-1636325000.0,,,-2034000000.0
2017-12-31,ASR,2017-12-31,-206379000.0,154791000.0,-4961153000.0,2557755000.0,81533000.0,,5834484000.0,1179819000.0,28304000.0,6031135000.0,1166114000.0,445732000.0,,-51155000.0,-628222000.0,-1522101000.0,-1471418000.0,394972000.0,,-1848000000.0
2020-12-31,BIP,2020-12-31,-606000000.0,-89000000.0,-4609000000.0,1508000000.0,2126000000.0,9000000.0,156000000.0,40000000.0,-7000000.0,2530000000.0,1705000000.0,83000000.0,,284000000.0,1032000000.0,889000000.0,-1472000000.0,-415000000.0,,-623000000.0
2019-12-31,BIP,2019-12-31,-302000000.0,146000000.0,-11372000000.0,3865000000.0,9542000000.0,559000000.0,52000000.0,287000000.0,-13000000.0,2143000000.0,1214000000.0,73000000.0,,42000000.0,5682000000.0,809000000.0,-1182000000.0,-120000000.0,-28000000.0,-608000000.0
2018-12-31,BIP,2018-12-31,1130000000.0,-305000000.0,-5564000000.0,3955000000.0,4418000000.0,14000000.0,192000000.0,166000000.0,-50000000.0,1362000000.0,801000000.0,-53000000.0,,176000000.0,677000000.0,493000000.0,-839000000.0,5000000.0,-30000000.0,-549000000.0
2017-12-31,BIP,2017-12-31,-680000000.0,158000000.0,-5721000000.0,1380000000.0,3814000000.0,692000000.0,11000000.0,-412000000.0,14000000.0,1481000000.0,671000000.0,-151000000.0,,-31000000.0,1998000000.0,668000000.0,-714000000.0,4000000.0,-30000000.0,-481000000.0
2020-06-30,ABST.TO,2020-06-30,35670.0,9768783.0,-3820123.0,-1732421.0,-9726098.0,2090134.0,10634709.0,11036959.0,-373476.0,24956656.0,5148020.0,,,-6795982.0,,6277790.0,-3855793.0,-9802491.0,-48828.0,-10034983.0
2019-06-30,ABST.TO,2019-06-30,-16699899.0,-843718.0,-19778195.0,-1732421.0,-5676551.0,4197206.0,7579150.0,-15266449.0,-71370.0,10259667.0,2811252.0,,,-4891382.0,,5897314.0,-3078296.0,-9247055.0,-48828.0,-9873757.0
2018-06-30,ABST.TO,2018-06-30,-16699899.0,1373830.0,-2909081.0,-1732421.0,-8162255.0,2151073.0,3110853.0,1445895.0,-32424.0,12549655.0,2844737.0,,,2158001.0,,1303269.0,-2909081.0,-7938872.0,-245424.0,-10067904.0
2017-06-30,ABST.TO,2017-06-30,23623146.0,-372582.0,16551835.0,-1732421.0,-8175253.0,3127733.0,-4951177.0,9418241.0,12084.0,1029575.0,2677400.0,-2623890.0,,1677479.0,,4506200.0,-4287421.0,-8573218.0,-1826136.0,-9476850.0
2021-06-30,SLA.AX,2021-06-30,,0.0,-9600000.0,,25900000.0,,5152000.0,40100000.0,,23800000.0,6076000.0,-9600000.0,,,25900000.0,12572000.0,,,,
2020-06-30,SLA.AX,2020-06-30,,5713137.0,-5968675.0,-2065500.0,-2065349.0,151.0,2201548.0,2550849.0,,10584873.0,4193588.0,-974976.0,-925838.0,-1882224.0,25900000.0,448184.0,-5030045.0,-185916.0,,
2019-06-30,SLA.AX,2019-06-30,,4409587.0,-10395430.0,213662.0,6125122.0,8090852.0,-1100430.0,-441813.0,,3828495.0,1905930.0,-396260.0,-571652.0,-440212.0,-2179392.0,-612662.0,-7531193.0,969798.0,,
2018-06-30,SLA.AX,2018-06-30,,177629.0,-12623598.0,534861.0,15191903.0,14890870.0,-753609.0,2495841.0,,-72464.0,314764.0,-202233.0,-128153.0,-214962.0,-233828.0,-128657.0,-2538129.0,159100.0,,
2020-12-31,MMM.AX,2020-12-31,,7466000.0,-8568000.0,-8767000.0,33694000.0,45959000.0,-86239000.0,29005000.0,-527000.0,4407000.0,6492000.0,-1000.0,-2834000.0,-175000.0,-3498000.0,79284000.0,-5234000.0,413000.0,,
2019-12-31,MMM.AX,2019-12-31,,664000.0,-6253000.0,30452000.0,33308000.0,4072000.0,-34549000.0,-3210000.0,8000.0,-30273000.0,4622000.0,-1000.0,-296000.0,26000.0,-1216000.0,-1162000.0,-4405000.0,422000.0,,
2018-12-31,MMM.AX,2018-12-31,,7589000.0,-4664000.0,918000.0,40675000.0,44338000.0,-40985000.0,6316000.0,5000.0,-29700000.0,833000.0,-1000.0,160000.0,-132000.0,-4581000.0,4520000.0,-2869000.0,-1685000.0,,
2017-12-31,MMM.AX,2017-12-31,-26000.0,5562000.0,-1555000.0,6621000.0,23155000.0,16534000.0,-28036000.0,638000.0,-58000.0,-20904000.0,405000.0,-1000.0,-2318000.0,-210000.0,-4581000.0,3056000.0,-902000.0,637000.0,,
2020-11-30,PRV.L,2020-11-30,,-5084000.0,-4211000.0,-790000.0,-3344000.0,425000.0,8443000.0,2674000.0,-93000.0,10322000.0,5525000.0,1000.0,-276000.0,4139000.0,,2430000.0,-3458000.0,-5091000.0,-726000.0,-2253000.0
2019-11-30,PRV.L,2019-11-30,,-7209000.0,-14060000.0,4648000.0,2429000.0,550000.0,10768000.0,1397000.0,-131000.0,13159000.0,3564000.0,7000.0,-2351000.0,-707000.0,,-16000.0,-3943000.0,8931000.0,-623000.0,-2146000.0
2018-11-30,PRV.L,2018-11-30,,3216000.0,-13453000.0,1913000.0,-329000.0,131000.0,10045000.0,-1005000.0,206000.0,12571000.0,3477000.0,6000.0,-2494000.0,-1570000.0,,573000.0,-3796000.0,-806000.0,-416000.0,-1957000.0
2017-11-30,PRV.L,2017-11-30,,545000.0,-11314000.0,3021000.0,1102000.0,325000.0,8861000.0,-1136000.0,-220000.0,9296000.0,3120000.0,4000.0,-523000.0,-287000.0,,-1399000.0,-5248000.0,-1129000.0,-475000.0,-1769000.0
2020-11-30,MTY.TO,2020-11-30,-19105000.0,17323000.0,-12105000.0,-102163000.0,-126373000.0,,-37108000.0,-6435000.0,-1609000.0,133652000.0,47874000.0,,-1973000.0,7941000.0,-711000.0,105545000.0,-4197000.0,-5950000.0,-18866000.0,-4633000.0
2019-11-30,MTY.TO,2019-11-30,-19105000.0,14859000.0,-325652000.0,253547000.0,229920000.0,,77675000.0,18433000.0,1214000.0,112951000.0,33208000.0,,1073000.0,-10381000.0,-1687000.0,3389000.0,-5166000.0,-6872000.0,-5227000.0,-16713000.0
2018-11-30,MTY.TO,2018-11-30,-19105000.0,534000.0,-123873000.0,17625000.0,1551000.0,,95776000.0,-24149000.0,293000.0,97880000.0,27504000.0,,1426000.0,-3738000.0,-1544000.0,-20894000.0,-6544000.0,-2728000.0,-5227000.0,-14530000.0
2017-11-30,MTY.TO,2017-11-30,-19105000.0,11990000.0,-23449000.0,-35452000.0,-45850000.0,,49507000.0,20193000.0,-4039000.0,93531000.0,22902000.0,,79000.0,1249000.0,-566000.0,8129000.0,-2815000.0,-325000.0,-5227000.0,-9832000.0
2020-05-31,FDEV.L,2020-05-31,,6097000.0,-21380000.0,-1551000.0,-640000.0,200000.0,15894000.0,10419000.0,24000.0,32415000.0,3346000.0,330000.0,,-7046000.0,711000.0,2586000.0,-666000.0,14000.0,,
2019-05-31,FDEV.L,2019-05-31,,575000.0,-16961000.0,-1551000.0,-4623000.0,259000.0,17990000.0,11208000.0,24000.0,32792000.0,883000.0,289000.0,,1542000.0,-4882000.0,3663000.0,-2269000.0,2000.0,,
2018-05-31,FDEV.L,2018-05-31,,3939000.0,-18082000.0,-1551000.0,19405000.0,19553000.0,3594000.0,11545000.0,11000.0,10211000.0,390000.0,81000.0,,-4069000.0,-148000.0,444000.0,-4660000.0,-264000.0,,
2017-05-31,FDEV.L,2017-05-31,,1293000.0,-10416000.0,-1551000.0,75000.0,125000.0,7711000.0,3969000.0,23000.0,14287000.0,241000.0,21000.0,9000.0,-479000.0,-50000.0,887000.0,-633000.0,2000.0,,
2020-10-31,HAI.TO,2020-10-31,,5013623.0,-2536608.0,2022649.0,1794681.0,,5796684.0,13198660.0,23676.0,13916911.0,1275617.0,-1553300.0,-2231251.0,2250798.0,,1421862.0,-310750.0,-73022.0,-227968.0,
2019-10-31,HAI.TO,2019-10-31,,-1134358.0,-1860000.0,-1179398.0,-8904000.0,,3677473.0,-4426471.0,8772.0,6328757.0,705014.0,-1553300.0,617998.0,1456012.0,-6017178.0,998348.0,-703180.0,8270.0,-1707424.0,
2018-10-31,HAI.TO,2018-10-31,,4886251.0,-946182.0,-1533233.0,-1533233.0,,2576760.0,1570759.0,96825.0,3953349.0,821194.0,-1553300.0,-228826.0,-4454817.0,-6017178.0,597599.0,-946182.0,-244812.0,-1707424.0,
2017-11-01,HAI.TO,2017-11-01,,-4441495.0,-820171.0,1749443.0,1749443.0,,2339814.0,3217757.0,-75268.0,2363753.0,1456767.0,-1553300.0,-617313.0,5705190.0,-6017178.0,-2004811.0,-820171.0,-74399.0,-1707424.0,
2020-06-30,NXL.AX,2020-06-30,,18299254.0,-44831179.0,-2812360.0,-2962955.0,,23587666.0,11206861.0,442356.0,58558639.0,28286533.0,,,-16404907.0,-150595.0,12171714.0,-1355029.0,2520308.0,,
